SessionID,WindowNumber,WindowEnd,WindowStart
10066903,16.0,1396228373272,1396228363272
10066903,17.0,1396228383272,1396228373272
10066903,18.0,1396228393272,1396228383272
10066903,19.0,1396228403272,1396228393272
10066903,20.0,1396228413272,1396228403272
10066903,21.0,1396228423272,1396228413272
10066903,22.0,1396228433272,1396228423272
10066903,23.0,1396228443272,1396228433272
10066903,24.0,1396228453272,1396228443272
10066903,25.0,1396228463272,1396228453272
10066903,26.0,1396228473272,1396228463272
10066903,27.0,1396228483272,1396228473272
10066903,28.0,1396228493272,1396228483272
10066903,29.0,1396228503272,1396228493272
10066903,30.0,1396228513272,1396228503272
10066903,31.0,1396228523272,1396228513272
10066903,32.0,1396228533272,1396228523272
10066903,33.0,1396228543272,1396228533272
10066903,34.0,1396228553272,1396228543272
10066903,35.0,1396228563272,1396228553272
10066903,36.0,1396228573272,1396228563272
10066903,37.0,1396228583272,1396228573272
10066903,38.0,1396228593272,1396228583272
10066903,39.0,1396228603272,1396228593272
10066903,40.0,1396228613272,1396228603272
10066903,41.0,1396228623272,1396228613272
10066903,42.0,1396228633272,1396228623272
10066903,43.0,1396228643272,1396228633272
10066903,44.0,1396228653272,1396228643272
10066903,45.0,1396228663272,1396228653272
10066903,46.0,1396228673272,1396228663272
10066903,47.0,1396228683272,1396228673272
10066903,48.0,1396228693272,1396228683272
10066903,49.0,1396228703272,1396228693272
10066903,50.0,1396228713272,1396228703272
10066903,51.0,1396228723272,1396228713272
10066903,52.0,1396228733272,1396228723272
10066903,53.0,1396228743272,1396228733272
10066903,54.0,1396228753272,1396228743272
10066903,55.0,1396228763272,1396228753272
10066903,56.0,1396228773272,1396228763272
10066903,57.0,1396228783272,1396228773272
10066903,58.0,1396228793272,1396228783272
10066903,59.0,1396228803272,1396228793272
10066903,60.0,1396228813272,1396228803272
10066903,61.0,1396228823272,1396228813272
10066903,62.0,1396228833272,1396228823272
10066903,63.0,1396228843272,1396228833272
10066903,64.0,1396228853272,1396228843272
10066903,65.0,1396228863272,1396228853272
10066903,66.0,1396228873272,1396228863272
10066903,67.0,1396228883272,1396228873272
10066903,68.0,1396228893272,1396228883272
10066903,69.0,1396228903272,1396228893272
10066903,70.0,1396228913272,1396228903272
10066903,71.0,1396228923272,1396228913272
10066903,72.0,1396228933272,1396228923272
10066903,73.0,1396228943272,1396228933272
10066903,74.0,1396228953272,1396228943272
10066903,75.0,1396228963272,1396228953272
10066903,76.0,1396228973272,1396228963272
10066903,77.0,1396228983272,1396228973272
10066903,78.0,1396228993272,1396228983272
10066903,79.0,1396229003272,1396228993272
10066903,80.0,1396229013272,1396229003272
10066903,81.0,1396229023272,1396229013272
10066903,82.0,1396229033272,1396229023272
10066903,83.0,1396229043272,1396229033272
10066903,84.0,1396229053272,1396229043272
10066903,85.0,1396229063272,1396229053272
10066903,86.0,1396229073272,1396229063272
10066903,87.0,1396229083272,1396229073272
10066903,88.0,1396229093272,1396229083272
10066903,89.0,1396229103272,1396229093272
10066903,90.0,1396229113272,1396229103272
10066903,91.0,1396229123272,1396229113272
10066903,92.0,1396229133272,1396229123272
10066908,0.0,1396312493614,1396312483614
10066908,1.0,1396312503614,1396312493614
10066908,2.0,1396312513614,1396312503614
10066908,3.0,1396312523614,1396312513614
10066908,4.0,1396312533614,1396312523614
10066908,5.0,1396312543614,1396312533614
10066908,6.0,1396312553614,1396312543614
10066908,7.0,1396312563614,1396312553614
10066908,8.0,1396312573614,1396312563614
10066908,9.0,1396312583614,1396312573614
10066908,10.0,1396312593614,1396312583614
10066908,11.0,1396312603614,1396312593614
10066908,12.0,1396312613614,1396312603614
10066908,13.0,1396312623614,1396312613614
10066908,14.0,1396312633614,1396312623614
10066908,15.0,1396312643614,1396312633614
10066908,16.0,1396312653614,1396312643614
10066908,17.0,1396312663614,1396312653614
10066908,18.0,1396312673614,1396312663614
10066908,19.0,1396312683614,1396312673614
10066908,20.0,1396312693614,1396312683614
10066908,21.0,1396312703614,1396312693614
10066908,22.0,1396312713614,1396312703614
10066908,23.0,1396312723614,1396312713614
10066908,24.0,1396312733614,1396312723614
10066908,25.0,1396312743614,1396312733614
10066908,26.0,1396312753614,1396312743614
10066908,27.0,1396312763614,1396312753614
10066908,28.0,1396312773614,1396312763614
10066908,29.0,1396312783614,1396312773614
10066908,30.0,1396312793614,1396312783614
10066908,31.0,1396312803614,1396312793614
10066908,32.0,1396312813614,1396312803614
10066908,33.0,1396312823614,1396312813614
10066908,34.0,1396312833614,1396312823614
10066908,35.0,1396312843614,1396312833614
10066908,36.0,1396312853614,1396312843614
10066908,37.0,1396312863614,1396312853614
10066908,38.0,1396312873614,1396312863614
10066908,39.0,1396312883614,1396312873614
10066908,40.0,1396312893614,1396312883614
10066908,41.0,1396312903614,1396312893614
10066908,42.0,1396312913614,1396312903614
10066908,43.0,1396312923614,1396312913614
10066908,44.0,1396312933614,1396312923614
10066908,45.0,1396312943614,1396312933614
10066908,46.0,1396312953614,1396312943614
10066908,47.0,1396312963614,1396312953614
10066908,48.0,1396312973614,1396312963614
10066908,49.0,1396312983614,1396312973614
10066908,50.0,1396312993614,1396312983614
10066908,51.0,1396313003614,1396312993614
10066908,52.0,1396313013614,1396313003614
10066908,53.0,1396313023614,1396313013614
10066908,54.0,1396313033614,1396313023614
10066908,55.0,1396313043614,1396313033614
10066908,56.0,1396313053614,1396313043614
10066908,57.0,1396313063614,1396313053614
10066908,58.0,1396313073614,1396313063614
10066908,59.0,1396313083614,1396313073614
10066908,60.0,1396313093614,1396313083614
10066908,61.0,1396313103614,1396313093614
10066908,62.0,1396313113614,1396313103614
10066908,63.0,1396313123614,1396313113614
10066908,64.0,1396313133614,1396313123614
10066908,65.0,1396313143614,1396313133614
10066908,66.0,1396313153614,1396313143614
10066908,67.0,1396313163614,1396313153614
10066908,68.0,1396313173614,1396313163614
10066908,69.0,1396313183614,1396313173614
10066908,70.0,1396313193614,1396313183614
10066908,71.0,1396313203614,1396313193614
10066908,72.0,1396313213614,1396313203614
10066908,73.0,1396313223614,1396313213614
10066908,74.0,1396313233614,1396313223614
10066908,75.0,1396313243614,1396313233614
10066908,76.0,1396313253614,1396313243614
10066908,77.0,1396313263614,1396313253614
10066908,78.0,1396313273614,1396313263614
10066908,79.0,1396313283614,1396313273614
10066908,80.0,1396313293614,1396313283614
10066908,81.0,1396313303614,1396313293614
10066908,82.0,1396313313614,1396313303614
10066908,83.0,1396313323614,1396313313614
10066908,84.0,1396313333614,1396313323614
10066908,85.0,1396313343614,1396313333614
10066908,86.0,1396313353614,1396313343614
10066908,87.0,1396313363614,1396313353614
10066908,88.0,1396313373614,1396313363614
10066908,89.0,1396313383614,1396313373614
10066908,90.0,1396313393614,1396313383614
10066908,91.0,1396313403614,1396313393614
10066908,92.0,1396313413614,1396313403614
10066908,93.0,1396313423614,1396313413614
10066908,94.0,1396313433614,1396313423614
10066909,0.0,1396395559308,1396395549308
10066909,1.0,1396395569308,1396395559308
10066909,2.0,1396395579308,1396395569308
10066909,3.0,1396395589308,1396395579308
10066909,4.0,1396395599308,1396395589308
10066909,5.0,1396395609308,1396395599308
10066909,6.0,1396395619308,1396395609308
10066909,7.0,1396395629308,1396395619308
10066909,8.0,1396395639308,1396395629308
10066909,9.0,1396395649308,1396395639308
10066909,10.0,1396395659308,1396395649308
10066909,11.0,1396395669308,1396395659308
10066909,12.0,1396395679308,1396395669308
10066909,13.0,1396395689308,1396395679308
10066909,14.0,1396395699308,1396395689308
10066909,15.0,1396395709308,1396395699308
10066909,16.0,1396395719308,1396395709308
10066909,17.0,1396395729308,1396395719308
10066909,18.0,1396395739308,1396395729308
10066909,19.0,1396395749308,1396395739308
10066909,20.0,1396395759308,1396395749308
10066909,21.0,1396395769308,1396395759308
10066909,22.0,1396395779308,1396395769308
10066909,23.0,1396395789308,1396395779308
10066909,24.0,1396395799308,1396395789308
10066909,25.0,1396395809308,1396395799308
10066909,26.0,1396395819308,1396395809308
10066909,27.0,1396395829308,1396395819308
10066909,28.0,1396395839308,1396395829308
10066909,29.0,1396395849308,1396395839308
10066909,30.0,1396395859308,1396395849308
10066909,31.0,1396395869308,1396395859308
10066909,32.0,1396395879308,1396395869308
10066909,33.0,1396395889308,1396395879308
10066909,34.0,1396395899308,1396395889308
10066909,35.0,1396395909308,1396395899308
10066909,36.0,1396395919308,1396395909308
10066909,37.0,1396395929308,1396395919308
10066909,38.0,1396395939308,1396395929308
10066909,39.0,1396395949308,1396395939308
10066909,40.0,1396395959308,1396395949308
10066909,41.0,1396395969308,1396395959308
10066909,42.0,1396395979308,1396395969308
10066909,43.0,1396395989308,1396395979308
10066909,44.0,1396395999308,1396395989308
10066909,45.0,1396396009308,1396395999308
10066909,46.0,1396396019308,1396396009308
10066909,47.0,1396396029308,1396396019308
10066909,48.0,1396396039308,1396396029308
10066909,49.0,1396396049308,1396396039308
10066909,50.0,1396396059308,1396396049308
10066909,51.0,1396396069308,1396396059308
10066909,52.0,1396396079308,1396396069308
10066909,53.0,1396396089308,1396396079308
10066909,54.0,1396396099308,1396396089308
10066909,55.0,1396396109308,1396396099308
10066909,56.0,1396396119308,1396396109308
10066909,57.0,1396396129308,1396396119308
10066909,58.0,1396396139308,1396396129308
10066909,59.0,1396396149308,1396396139308
10066909,60.0,1396396159308,1396396149308
10066909,61.0,1396396169308,1396396159308
10066909,62.0,1396396179308,1396396169308
10066909,63.0,1396396189308,1396396179308
10066909,64.0,1396396199308,1396396189308
10066909,65.0,1396396209308,1396396199308
10066909,66.0,1396396219308,1396396209308
10066909,67.0,1396396229308,1396396219308
10066909,68.0,1396396239308,1396396229308
10066909,69.0,1396396249308,1396396239308
10066909,70.0,1396396259308,1396396249308
10066909,71.0,1396396269308,1396396259308
10066909,72.0,1396396279308,1396396269308
10066909,73.0,1396396289308,1396396279308
10066909,74.0,1396396299308,1396396289308
10066909,75.0,1396396309308,1396396299308
10066909,76.0,1396396319308,1396396309308
10066909,77.0,1396396329308,1396396319308
10066909,78.0,1396396339308,1396396329308
10066909,79.0,1396396349308,1396396339308
10066909,80.0,1396396359308,1396396349308
10066909,81.0,1396396369308,1396396359308
10066909,82.0,1396396379308,1396396369308
10066909,83.0,1396396389308,1396396379308
10066909,84.0,1396396399308,1396396389308
10066909,85.0,1396396409308,1396396399308
10066909,86.0,1396396419308,1396396409308
10066909,87.0,1396396429308,1396396419308
10066909,88.0,1396396439308,1396396429308
10066909,89.0,1396396449308,1396396439308
10066909,90.0,1396396459308,1396396449308
10066909,91.0,1396396469308,1396396459308
10066909,92.0,1396396479308,1396396469308
10066909,93.0,1396396489308,1396396479308
10066909,94.0,1396396499308,1396396489308
10066909,95.0,1396396509308,1396396499308
10066918,0.0,1396571753474,1396571743474
10066918,1.0,1396571763474,1396571753474
10066918,2.0,1396571773474,1396571763474
10066918,3.0,1396571783474,1396571773474
10066918,4.0,1396571793474,1396571783474
10066918,5.0,1396571803474,1396571793474
10066918,6.0,1396571813474,1396571803474
10066918,7.0,1396571823474,1396571813474
10066918,8.0,1396571833474,1396571823474
10066918,9.0,1396571843474,1396571833474
10066918,10.0,1396571853474,1396571843474
10066918,11.0,1396571863474,1396571853474
10066918,12.0,1396571873474,1396571863474
10066918,13.0,1396571883474,1396571873474
10066918,14.0,1396571893474,1396571883474
10066918,15.0,1396571903474,1396571893474
10066918,16.0,1396571913474,1396571903474
10066918,17.0,1396571923474,1396571913474
10066918,18.0,1396571933474,1396571923474
10066918,19.0,1396571943474,1396571933474
10066918,20.0,1396571953474,1396571943474
10066918,21.0,1396571963474,1396571953474
10066918,22.0,1396571973474,1396571963474
10066918,23.0,1396571983474,1396571973474
10066918,24.0,1396571993474,1396571983474
10066918,25.0,1396572003474,1396571993474
10066918,26.0,1396572013474,1396572003474
10066918,27.0,1396572023474,1396572013474
10066918,28.0,1396572033474,1396572023474
10066918,29.0,1396572043474,1396572033474
10066918,30.0,1396572053474,1396572043474
10066918,31.0,1396572063474,1396572053474
10066918,32.0,1396572073474,1396572063474
10066918,33.0,1396572083474,1396572073474
10066918,34.0,1396572093474,1396572083474
10066918,35.0,1396572103474,1396572093474
10066918,36.0,1396572113474,1396572103474
10066918,37.0,1396572123474,1396572113474
10066918,38.0,1396572133474,1396572123474
10066918,39.0,1396572143474,1396572133474
10066918,40.0,1396572153474,1396572143474
10066918,41.0,1396572163474,1396572153474
10066918,42.0,1396572173474,1396572163474
10066918,43.0,1396572183474,1396572173474
10066918,44.0,1396572193474,1396572183474
10066918,45.0,1396572203474,1396572193474
10066918,46.0,1396572213474,1396572203474
10066918,47.0,1396572223474,1396572213474
10066918,48.0,1396572233474,1396572223474
10066918,49.0,1396572243474,1396572233474
10066918,50.0,1396572253474,1396572243474
10066918,51.0,1396572263474,1396572253474
10066918,52.0,1396572273474,1396572263474
10066918,53.0,1396572283474,1396572273474
10066918,54.0,1396572293474,1396572283474
10066918,55.0,1396572303474,1396572293474
10066918,56.0,1396572313474,1396572303474
10066918,57.0,1396572323474,1396572313474
10066918,58.0,1396572333474,1396572323474
10066918,59.0,1396572343474,1396572333474
10066918,60.0,1396572353474,1396572343474
10066918,61.0,1396572363474,1396572353474
10066918,62.0,1396572373474,1396572363474
10066918,63.0,1396572383474,1396572373474
10066918,64.0,1396572393474,1396572383474
10066918,65.0,1396572403474,1396572393474
10066918,66.0,1396572413474,1396572403474
10066918,67.0,1396572423474,1396572413474
10066918,68.0,1396572433474,1396572423474
10066918,69.0,1396572443474,1396572433474
10066918,70.0,1396572453474,1396572443474
10066918,71.0,1396572463474,1396572453474
10066918,72.0,1396572473474,1396572463474
10066918,73.0,1396572483474,1396572473474
10066918,74.0,1396572493474,1396572483474
10066918,75.0,1396572503474,1396572493474
10066918,76.0,1396572513474,1396572503474
10066918,77.0,1396572523474,1396572513474
10066918,78.0,1396572533474,1396572523474
10066918,79.0,1396572543474,1396572533474
10066918,80.0,1396572553474,1396572543474
10066918,81.0,1396572563474,1396572553474
10066919,0.0,1396572616064,1396572606064
10066919,1.0,1396572626064,1396572616064
10066919,2.0,1396572636064,1396572626064
10066919,3.0,1396572646064,1396572636064
10066919,4.0,1396572656064,1396572646064
10066919,5.0,1396572666064,1396572656064
10066919,6.0,1396572676064,1396572666064
10066919,7.0,1396572686064,1396572676064
10066919,8.0,1396572696064,1396572686064
10066919,9.0,1396572706064,1396572696064
10066919,10.0,1396572716064,1396572706064
10066919,11.0,1396572726064,1396572716064
10066919,12.0,1396572736064,1396572726064
10066919,13.0,1396572746064,1396572736064
10066919,14.0,1396572756064,1396572746064
10066919,15.0,1396572766064,1396572756064
10066919,16.0,1396572776064,1396572766064
10066919,17.0,1396572786064,1396572776064
10066919,18.0,1396572796064,1396572786064
10066919,19.0,1396572806064,1396572796064
10066919,20.0,1396572816064,1396572806064
10066919,21.0,1396572826064,1396572816064
10066919,22.0,1396572836064,1396572826064
10066919,23.0,1396572846064,1396572836064
10066919,24.0,1396572856064,1396572846064
10066919,25.0,1396572866064,1396572856064
10066919,26.0,1396572876064,1396572866064
10066919,27.0,1396572886064,1396572876064
10066919,28.0,1396572896064,1396572886064
10066919,29.0,1396572906064,1396572896064
10066919,30.0,1396572916064,1396572906064
10066919,31.0,1396572926064,1396572916064
10066919,32.0,1396572936064,1396572926064
10066919,33.0,1396572946064,1396572936064
10066919,34.0,1396572956064,1396572946064
10066919,35.0,1396572966064,1396572956064
10066919,36.0,1396572976064,1396572966064
10066919,37.0,1396572986064,1396572976064
10066919,38.0,1396572996064,1396572986064
10066919,39.0,1396573006064,1396572996064
10066919,40.0,1396573016064,1396573006064
10066919,41.0,1396573026064,1396573016064
10066919,42.0,1396573036064,1396573026064
10066919,43.0,1396573046064,1396573036064
10066919,44.0,1396573056064,1396573046064
10066919,45.0,1396573066064,1396573056064
10066919,46.0,1396573076064,1396573066064
10066919,47.0,1396573086064,1396573076064
10066919,48.0,1396573096064,1396573086064
10066919,49.0,1396573106064,1396573096064
10066919,50.0,1396573116064,1396573106064
10066919,51.0,1396573126064,1396573116064
10066919,52.0,1396573136064,1396573126064
10066919,53.0,1396573146064,1396573136064
10066919,54.0,1396573156064,1396573146064
10066919,55.0,1396573166064,1396573156064
10066919,56.0,1396573176064,1396573166064
10066919,57.0,1396573186064,1396573176064
10066919,58.0,1396573196064,1396573186064
10066919,59.0,1396573206064,1396573196064
10066919,60.0,1396573216064,1396573206064
10066919,61.0,1396573226064,1396573216064
10066919,62.0,1396573236064,1396573226064
10066919,63.0,1396573246064,1396573236064
10066919,64.0,1396573256064,1396573246064
10066919,65.0,1396573266064,1396573256064
10066919,66.0,1396573276064,1396573266064
10066919,67.0,1396573286064,1396573276064
10066919,68.0,1396573296064,1396573286064
10066919,69.0,1396573306064,1396573296064
10066919,70.0,1396573316064,1396573306064
10066919,71.0,1396573326064,1396573316064
10066919,72.0,1396573336064,1396573326064
10066919,73.0,1396573346064,1396573336064
10066919,74.0,1396573356064,1396573346064
10066919,75.0,1396573366064,1396573356064
10066919,76.0,1396573376064,1396573366064
10066919,77.0,1396573386064,1396573376064
10066919,78.0,1396573396064,1396573386064
10066919,79.0,1396573406064,1396573396064
10066919,80.0,1396573416064,1396573406064
10066919,81.0,1396573426064,1396573416064
10066919,82.0,1396573436064,1396573426064
10066919,83.0,1396573446064,1396573436064
10066919,84.0,1396573456064,1396573446064
10066919,85.0,1396573466064,1396573456064
10066919,86.0,1396573476064,1396573466064
10066919,87.0,1396573486064,1396573476064
10066919,88.0,1396573496064,1396573486064
10066919,89.0,1396573506064,1396573496064
10066922,0.0,1396654615870,1396654605870
10066922,1.0,1396654625870,1396654615870
10066922,2.0,1396654635870,1396654625870
10066922,3.0,1396654645870,1396654635870
10066922,4.0,1396654655870,1396654645870
10066922,5.0,1396654665870,1396654655870
10066922,6.0,1396654675870,1396654665870
10066922,7.0,1396654685870,1396654675870
10066922,8.0,1396654695870,1396654685870
10066922,9.0,1396654705870,1396654695870
10066922,10.0,1396654715870,1396654705870
10066922,11.0,1396654725870,1396654715870
10066922,12.0,1396654735870,1396654725870
10066922,13.0,1396654745870,1396654735870
10066922,14.0,1396654755870,1396654745870
10066922,15.0,1396654765870,1396654755870
10066922,16.0,1396654775870,1396654765870
10066922,17.0,1396654785870,1396654775870
10066922,18.0,1396654795870,1396654785870
10066922,19.0,1396654805870,1396654795870
10066922,20.0,1396654815870,1396654805870
10066922,21.0,1396654825870,1396654815870
10066922,22.0,1396654835870,1396654825870
10066922,23.0,1396654845870,1396654835870
10066922,24.0,1396654855870,1396654845870
10066922,25.0,1396654865870,1396654855870
10066922,26.0,1396654875870,1396654865870
10066922,27.0,1396654885870,1396654875870
10066922,28.0,1396654895870,1396654885870
10066922,29.0,1396654905870,1396654895870
10066922,30.0,1396654915870,1396654905870
10066922,31.0,1396654925870,1396654915870
10066922,32.0,1396654935870,1396654925870
10066922,33.0,1396654945870,1396654935870
10066922,34.0,1396654955870,1396654945870
10066922,35.0,1396654965870,1396654955870
10066922,36.0,1396654975870,1396654965870
10066922,37.0,1396654985870,1396654975870
10066922,38.0,1396654995870,1396654985870
10066922,39.0,1396655005870,1396654995870
10066922,40.0,1396655015870,1396655005870
10066922,41.0,1396655025870,1396655015870
10066922,42.0,1396655035870,1396655025870
10066922,43.0,1396655045870,1396655035870
10066922,44.0,1396655055870,1396655045870
10066922,45.0,1396655065870,1396655055870
10066922,46.0,1396655075870,1396655065870
10066922,47.0,1396655085870,1396655075870
10066922,48.0,1396655095870,1396655085870
10066922,49.0,1396655105870,1396655095870
10066922,50.0,1396655115870,1396655105870
10066922,51.0,1396655125870,1396655115870
10066922,52.0,1396655135870,1396655125870
10066922,53.0,1396655145870,1396655135870
10066922,54.0,1396655155870,1396655145870
10066922,55.0,1396655165870,1396655155870
10066922,56.0,1396655175870,1396655165870
10066922,57.0,1396655185870,1396655175870
10066922,58.0,1396655195870,1396655185870
10066922,59.0,1396655205870,1396655195870
10066922,60.0,1396655215870,1396655205870
10066922,61.0,1396655225870,1396655215870
10066922,62.0,1396655235870,1396655225870
10066922,63.0,1396655245870,1396655235870
10066922,64.0,1396655255870,1396655245870
10066922,65.0,1396655265870,1396655255870
10066922,66.0,1396655275870,1396655265870
10066922,67.0,1396655285870,1396655275870
10066922,68.0,1396655295870,1396655285870
10066922,69.0,1396655305870,1396655295870
10066922,70.0,1396655315870,1396655305870
10066922,71.0,1396655325870,1396655315870
10066922,72.0,1396655335870,1396655325870
10066922,73.0,1396655345870,1396655335870
10066922,74.0,1396655355870,1396655345870
10066922,75.0,1396655365870,1396655355870
10066922,76.0,1396655375870,1396655365870
10066922,77.0,1396655385870,1396655375870
10066922,78.0,1396655395870,1396655385870
10066922,79.0,1396655405870,1396655395870
10066922,80.0,1396655415870,1396655405870
10066922,81.0,1396655425870,1396655415870
10066922,82.0,1396655435870,1396655425870
10066922,83.0,1396655445870,1396655435870
10066922,84.0,1396655455870,1396655445870
10066922,85.0,1396655465870,1396655455870
10066922,86.0,1396655475870,1396655465870
10066924,0.0,1396656040227,1396656030227
10066924,1.0,1396656050227,1396656040227
10066924,2.0,1396656060227,1396656050227
10066924,3.0,1396656070227,1396656060227
10066924,4.0,1396656080227,1396656070227
10066924,5.0,1396656090227,1396656080227
10066924,6.0,1396656100227,1396656090227
10066924,7.0,1396656110227,1396656100227
10066924,8.0,1396656120227,1396656110227
10066924,9.0,1396656130227,1396656120227
10066924,10.0,1396656140227,1396656130227
10066924,11.0,1396656150227,1396656140227
10066924,12.0,1396656160227,1396656150227
10066924,13.0,1396656170227,1396656160227
10066924,14.0,1396656180227,1396656170227
10066924,15.0,1396656190227,1396656180227
10066924,16.0,1396656200227,1396656190227
10066924,17.0,1396656210227,1396656200227
10066924,18.0,1396656220227,1396656210227
10066924,19.0,1396656230227,1396656220227
10066924,20.0,1396656240227,1396656230227
10066924,21.0,1396656250227,1396656240227
10066924,22.0,1396656260227,1396656250227
10066924,23.0,1396656270227,1396656260227
10066924,24.0,1396656280227,1396656270227
10066924,25.0,1396656290227,1396656280227
10066924,26.0,1396656300227,1396656290227
10066924,27.0,1396656310227,1396656300227
10066924,28.0,1396656320227,1396656310227
10066924,29.0,1396656330227,1396656320227
10066924,30.0,1396656340227,1396656330227
10066924,31.0,1396656350227,1396656340227
10066924,32.0,1396656360227,1396656350227
10066924,33.0,1396656370227,1396656360227
10066924,34.0,1396656380227,1396656370227
10066924,35.0,1396656390227,1396656380227
10066924,36.0,1396656400227,1396656390227
10066924,37.0,1396656410227,1396656400227
10066924,38.0,1396656420227,1396656410227
10066924,39.0,1396656430227,1396656420227
10066924,40.0,1396656440227,1396656430227
10066924,41.0,1396656450227,1396656440227
10066924,42.0,1396656460227,1396656450227
10066924,43.0,1396656470227,1396656460227
10066924,44.0,1396656480227,1396656470227
10066924,45.0,1396656490227,1396656480227
10066924,46.0,1396656500227,1396656490227
